"text","group","id","time","partner_id","turn","seller","study","study_group","span"
"i already give you the almost half price. i can't bring it down than 350. it was originally 600 ",85,"HS6NJ "," 5:53:51 PM ","A9D6H ",7,1,"two","two_85",166
"Handsome price. I have limited funds. I guess I could bump up to $330. Would that be close enough? Thank you. ",85,"A9D6H "," 5:54:56 PM ","HS6NJ ",8,0,"two","two_85",231
"I understand your thing but try to understand my point of view too. 350 is the final. i can't help it. ",85,"HS6NJ "," 5:56:05 PM ","A9D6H ",9,1,"two","two_85",300
"Oh, OK. truth be told, I could do $350 but then I would be tapped out, empty wallet. May I have the book for $340-345? Just leaving something in my pocket?  Thank you. ",85,"A9D6H "," 5:57:51 PM ","HS6NJ ",10,0,"two","two_85",406
"Oh okay. I hope you are telling the truth. I will manage with 345$. thankyou for your time. ",85,"HS6NJ "," 5:59:39 PM ","A9D6H ",11,1,"two","two_85",514
"Lovely. $345 price it is. Thank you. Good day to you . ",85,"A9D6H "," 6:00:22 PM ","HS6NJ ",12,0,"two","two_85",557
"Yeah. Have a good one. ",85,"HS6NJ "," 6:00:51 PM ","A9D6H ",13,1,"two","two_85",586
"hey ",86,"9VR85 "," 5:48:43 PM ","M49F8 ",3,0,"two","two_86",20
"Hello! ",86,"M49F8 "," 5:48:57 PM ","9VR85 ",4,1,"two","two_86",34
"so I am a student  and I want to have  a book at alower pric ||less than $700 ||around 550 ||<div><br></div><div>will u do that</div> ",86,"9VR85 "," 5:49:37 PM ","M49F8 ",5,0,"two","two_86",74
"This book is an 1878 special edition engraved copy found after an extensive search into coffers of high-end books. I wouldn't be willing to sell it for $550, but I could go to $650 ",86,"M49F8 "," 5:51:12 PM ","9VR85 ",6,1,"two","two_86",169
"Being a student I cant pay that much but I am willing to have it in my collection ",86,"9VR85 "," 5:52:00 PM ","M49F8 ",7,0,"two","two_86",217
"I'm not sure we can go as low as $550 ||$600? ",86,"M49F8 "," 5:53:19 PM ","9VR85 ",8,1,"two","two_86",296
"No $550 ||I checked with other sellers they are willing to  sell at that price ||and some at $450 also ",86,"9VR85 "," 5:53:42 PM ","M49F8 ",9,0,"two","two_86",319
"I don't believe any other sellers have this version of this book and from the original time period ||You'd be getting a lower quality book for those prices ",86,"M49F8 "," 5:54:53 PM ","9VR85 ",10,1,"two","two_86",390
"No the same quality ,version everything ||Moreover if u will sell it to me at that price i can get u more cutomers who are my friends ",86,"9VR85 "," 5:55:30 PM ","M49F8 ",11,0,"two","two_86",427
"Because you're a student I will give you the special offer of $550 ",86,"M49F8 "," 5:56:19 PM ","9VR85 ",12,1,"two","two_86",476
"and they are willing to purchase it ",86,"9VR85 "," 5:56:28 PM ","M49F8 ",13,0,"two","two_86",485
"Sounds good. We can do $550 ",86,"M49F8 "," 5:56:57 PM ","9VR85 ",14,1,"two","two_86",514
"I ll get 3 more buyers  so considering that  can u sell the boook at 450 ",86,"9VR85 "," 5:57:05 PM ","M49F8 ",15,0,"two","two_86",522
"I cannot sell it at 450, your original stated price was 550, I'll do that ||But I am not going to go lower than 550 ",86,"M49F8 "," 5:57:31 PM ","9VR85 ",16,1,"two","two_86",548
"But  now i M GETTING U MORE CUSTOMERS ALSO ||U SHOULD CONSIDER THAT ",86,"9VR85 "," 5:57:57 PM ","M49F8 ",17,0,"two","two_86",574
"That was a good point and that is why I lowered the price to $550 ",86,"M49F8 "," 5:58:28 PM ","9VR85 ",18,1,"two","two_86",605
"ARE THERE ANY OTHER PRIVILIGES?? ",86,"9VR85 "," 5:58:52 PM ","M49F8 ",19,0,"two","two_86",629
"But we have a couple buyers on hold who are willing to buy for $650 ",86,"M49F8 "," 5:58:59 PM ","9VR85 ",20,1,"two","two_86",636
"IF I PURCHASE IT FOR $550 ",86,"9VR85 "," 5:59:04 PM ","M49F8 ",21,0,"two","two_86",641
"I will give you the book for $550 which is a $150 discount from the original price ",86,"M49F8 "," 5:59:54 PM ","9VR85 ",22,1,"two","two_86",691
"HOW MANY BUYERS ARE PAYING U $650 ",86,"9VR85 "," 5:59:57 PM ","M49F8 ",23,0,"two","two_86",694
"We currently have four or five on hold ||I could sell it to them for $650 it would take a bit longer, or I am willing to sell it to you  now for $550 at a special price for a student ",86,"M49F8 "," 6:00:08 PM ","9VR85 ",24,1,"two","two_86",705
"i CAN GET U 10 MORE CUTOMERS ||FOR $450 ",86,"9VR85 "," 6:00:31 PM ","M49F8 ",25,0,"two","two_86",728
"We won't go under $550 ",86,"M49F8 "," 6:00:54 PM ","9VR85 ",26,1,"two","two_86",751
"BUT THEN I WONT GET BONUS ALSO ||<b style=""font-size: 16px;""><u>As a reminder, for every $10 under $500 you buy the book for, you will receive a bonus of $0.10.""</u></b> ||SO FOR BONUS AND LLOOKING AT MORE NO OF CUSTOMERS U SHD SELL IT OTM E ",86,"9VR85 "," 6:01:14 PM ","M49F8 ",27,0,"two","two_86",771
"You would have a $150 price discount from the original price ",86,"M49F8 "," 6:02:03 PM ","9VR85 ",28,1,"two","two_86",820
"BUT THEN THIS DEAL IS PROFITABLRE FOR BOTH OF US ",86,"9VR85 "," 6:02:44 PM ","M49F8 ",29,0,"two","two_86",861
"It does not make sense for me to sell it at $450 when others in a bit longer would buy for $650 ",86,"M49F8 "," 6:02:44 PM ","9VR85 ",30,1,"two","two_86",861
"U R SELLING IT TO 11 PEOPLE  FOR 450$ ||=450*11 ||ND U R SELLING 6*650 ||CALCULATE N GET IN  WHICH U GET MORE PROFIT ",86,"9VR85 "," 6:03:13 PM ","M49F8 ",31,0,"two","two_86",890
"If each one cost $550 to acquire, 11 losses is not better than one (or six) gains ||$450 would be selling it at a loss. I already gave you a special student discount at your original price, but I am not willing to sell it at a los ",86,"M49F8 "," 6:04:06 PM ","9VR85 ",32,1,"two","two_86",943
"U LL  GET A PROFIT OF $1050 ||THINK ABOUT IT ",86,"9VR85 "," 6:05:07 PM ","M49F8 ",33,0,"two","two_86",1004
"Profit = Revenue - Cost. If the cost was high, then revenue has to also be high to be profitable. $450 revenue is below the cost of $550. I would be losing profit. ||I am not going to sell it for $450. ||If you would like your book at the original price you offered, I am willing to sell it at $550, otherwise I will just wait a couple days and sell it for $650. ",86,"M49F8 "," 6:05:37 PM ","9VR85 ",34,1,"two","two_86",1034
"LAST CALL  $480 OR WE 12 OF US WILL GO TO OTHER SELLER ",86,"9VR85 "," 6:06:30 PM ","M49F8 ",35,0,"two","two_86",1087
"$550 ",86,"M49F8 "," 6:07:05 PM ","9VR85 ",36,1,"two","two_86",1122
"OK IT WAS NICE MEETING U WE 'LL TRY SOME WHERE ELSE ",86,"9VR85 "," 6:07:32 PM ","M49F8 ",37,0,"two","two_86",1149
"Have a nice day! ",86,"M49F8 "," 6:07:43 PM ","9VR85 ",38,1,"two","two_86",1160
"HELLO\nHOW ARE YOU?\ni SAW THAT YOU HAVE A BOOK WHICH I WAS SEARCHING FROM A LONG TIME\ncAN YOU SELL IT TO ME?",87,"XKF7A ","0","YE5G7 ",1,0,"two","two_87",0
"Yes, I am willing to sell the book for a price more than 300$. How much you are interested in buying the book at this price?",87,"YE5G7 ","0","XKF7A ",2,1,"two","two_87",10
"hello ",87,"YE5G7 "," 5:52:46 PM ","XKF7A ",3,1,"two","two_87",20
"I want to buy book at $250. ||as I am student can't afford costly books ",87,"XKF7A "," 5:52:51 PM ","YE5G7 ",4,0,"two","two_87",25
"I would like to sell the book for more than 300$ ",87,"YE5G7 "," 5:53:31 PM ","XKF7A ",5,1,"two","two_87",65
"but i am very fond of reading books. and specially this book because i was searching since long. ",87,"XKF7A "," 5:53:57 PM ","YE5G7 ",6,0,"two","two_87",91
"Market price is around 400 $ and i am selling it for any price more than 300$ ||You may get a special discount in future purchases ",87,"YE5G7 "," 5:54:50 PM ","XKF7A ",7,1,"two","two_87",144
"That's true .  But please understand. Its difficult for a student to spend money. ||Lets have a good discussion and come to a point which is agreeded by both of us. ",87,"XKF7A "," 5:55:31 PM ","YE5G7 ",8,0,"two","two_87",185
"The price you quoted is not a good price for us ",87,"YE5G7 "," 5:56:17 PM ","XKF7A ",9,1,"two","two_87",231
"Can you give a book at a price $275. ||Its always good to share books rather than selling . ",87,"XKF7A "," 5:56:36 PM ","YE5G7 ",10,0,"two","two_87",250
"If you buy this book for 305$ you will get a gift card of 20$ for your next purchase ",87,"YE5G7 "," 5:57:26 PM ","XKF7A ",11,1,"two","two_87",300
"but i understand the importance of books and hence ready to pay for book ||so sweet of you ",87,"XKF7A "," 5:57:32 PM ","YE5G7 ",12,0,"two","two_87",306
"Ok fine ",87,"YE5G7 "," 5:58:03 PM ","XKF7A ",13,1,"two","two_87",337
"but if i buy book at $305 and get a gift card ",87,"XKF7A "," 5:58:14 PM ","YE5G7 ",14,0,"two","two_87",348
"So the cost of this book is 305$ ",87,"YE5G7 "," 5:58:27 PM ","XKF7A ",15,1,"two","two_87",361
"rather than reduce a price for student ||i have again have to spend money inorder to use $20 gift card ",87,"XKF7A "," 5:58:29 PM ","YE5G7 ",16,0,"two","two_87",363
"Since you read books more you can use it for your next purchase ",87,"YE5G7 "," 5:59:00 PM ","XKF7A ",17,1,"two","two_87",394
"its a humble request to reduce cost ",87,"XKF7A "," 5:59:16 PM ","YE5G7 ",18,0,"two","two_87",410
"And we also dont lose a valuable customer like you ",87,"YE5G7 "," 5:59:27 PM ","XKF7A ",19,1,"two","two_87",421
"Can we have a fair discussion and come a price which is good to both of us ",87,"XKF7A "," 5:59:51 PM ","YE5G7 ",20,0,"two","two_87",445
"Ok ||Final price is 300$ ||and its a loss for us if we reduce more than this ",87,"YE5G7 "," 6:00:00 PM ","XKF7A ",21,1,"two","two_87",454
"ya even i don't want to loose the book as well as great seller who has a lot of respect for customers ||Can you make it $290 ",87,"XKF7A "," 6:00:28 PM ","YE5G7 ",22,0,"two","two_87",482
"Sorry ||Its 300$ ",87,"YE5G7 "," 6:00:51 PM ","XKF7A ",23,1,"two","two_87",505
"i was telling $275 and you want to give at $300 ",87,"XKF7A "," 6:01:04 PM ","YE5G7 ",24,0,"two","two_87",518
"Its a very reasonable price for this book ",87,"YE5G7 "," 6:01:15 PM ","XKF7A ",25,1,"two","two_87",529
"so middle amount would be $290 ||Can we please ",87,"XKF7A "," 6:01:17 PM ","YE5G7 ",26,0,"two","two_87",531
"No its a loss for us ",87,"YE5G7 "," 6:01:44 PM ","XKF7A ",27,1,"two","two_87",558
"it would be great if you do that ",87,"XKF7A "," 6:01:45 PM ","YE5G7 ",28,0,"two","two_87",559
"ok fine 290$ ",87,"YE5G7 "," 6:01:53 PM ","XKF7A ",29,1,"two","two_87",567
"but iam a student ||i don't have enough balance in my account ||Nor i have full time job ||Great ",87,"XKF7A "," 6:01:56 PM ","YE5G7 ",30,0,"two","two_87",570
"ok pay 290$ and get the book ",87,"YE5G7 "," 6:02:34 PM ","XKF7A ",31,1,"two","two_87",608
"i will buy book at $290 ",87,"XKF7A "," 6:02:40 PM ","YE5G7 ",32,0,"two","two_87",614
"great having you as our customer ",87,"YE5G7 "," 6:02:48 PM ","XKF7A ",33,1,"two","two_87",622
"Good Thank you so much ",87,"XKF7A "," 6:02:55 PM ","YE5G7 ",34,0,"two","two_87",629
"keep visiting our site regularly and make purchases ",87,"YE5G7 "," 6:03:05 PM ","XKF7A ",35,1,"two","two_87",639
"i will remember you when i will read this book ||sure ||Byee ",87,"XKF7A "," 6:03:20 PM ","YE5G7 ",36,0,"two","two_87",654
"Thank you ",87,"YE5G7 "," 6:03:30 PM ","XKF7A ",37,1,"two","two_87",664
"have a nice day ||thank you ",87,"XKF7A "," 6:03:34 PM ","YE5G7 ",38,0,"two","two_87",668
"You too ",87,"YE5G7 "," 6:03:43 PM ","XKF7A ",39,1,"two","two_87",677
"Hello, I am interested in buying this book from you. I would like to purchase from you for $250.",88,"QZ2S9 ","0","2J8F2 ",1,0,"two","two_88",0
"Hi, I am very happy to hear that you are interested in buying the book! You asking price is well below what the book is worth. Would you be willing to go up to $315?",88,"2J8F2 ","0","QZ2S9 ",2,1,"two","two_88",10
"Hi! Have you given any more thought to your offer? ",88,"2J8F2 "," 4:43:33 PM ","QZ2S9 ",3,1,"two","two_88",20
"Hey, I am fine with $300! ",88,"QZ2S9 "," 4:43:55 PM ","2J8F2 ",4,0,"two","two_88",42
"That is still below the value of the book. Would you be willing to go up to $310? ",88,"2J8F2 "," 4:44:27 PM ","QZ2S9 ",5,1,"two","two_88",74
"What's your maximum price for this book you can go forward with? ",88,"QZ2S9 "," 4:45:03 PM ","2J8F2 ",6,0,"two","two_88",110
"I would like to sell for my original offer of $315. ",88,"2J8F2 "," 4:45:33 PM ","QZ2S9 ",7,1,"two","two_88",140
"Okay I am fine with $315. ",88,"QZ2S9 "," 4:45:59 PM ","2J8F2 ",8,0,"two","two_88",166
"Ok, I appreciate your purchase ",88,"2J8F2 "," 4:46:11 PM ","QZ2S9 ",9,1,"two","two_88",178
"Thank you! ",88,"QZ2S9 "," 4:46:26 PM ","2J8F2 ",10,0,"two","two_88",193
"Hi there!  This is the first time I've seen this book for sale - I'm so excited to see it! I'd like to offer you $250 for it. How does that sound?",89,"QP6SZ ","0","8H6ZN ",1,0,"two","two_89",0
"Hi there! Sales for this antique can go up to $800 on the market, but I will be reasonable with you. Let's choose something in between - $550. It is beautifully bounded and has some beautiful colored engraved plates. How does that sound?",89,"8H6ZN ","0","QP6SZ ",2,1,"two","two_89",10
"It is really beautiful, but $550 is slightly out of my price range - would you be willing to accept $450? ",89,"QP6SZ "," 4:50:46 PM ","8H6ZN ",3,0,"two","two_89",20
"Hi there! Would something in the middle work between us? Perhaps $500? ",89,"8H6ZN "," 4:51:34 PM ","QP6SZ ",4,1,"two","two_89",68
"What about $475? ",89,"QP6SZ "," 4:52:08 PM ","8H6ZN ",5,0,"two","two_89",102
"A very reasonable price, and a price I am willing to accept. $475 for this antique. ",89,"8H6ZN "," 4:53:15 PM ","QP6SZ ",6,1,"two","two_89",169
"Excellent, thank you so much for your time! I can't wait to take home this beautiful book. ",89,"QP6SZ "," 4:53:46 PM ","8H6ZN ",7,0,"two","two_89",200
"Hi] ",90,"PMMFW "," 4:47:34 PM ","GRFSY ",3,0,"two","two_90",20
"Hi ||How are you today ",90,"GRFSY "," 4:47:44 PM ","PMMFW ",4,1,"two","two_90",30
"good how are you ",90,"PMMFW "," 4:48:09 PM ","GRFSY ",5,0,"two","two_90",55
"good thank you ||would you like to buy the book? ",90,"GRFSY "," 4:48:20 PM ","PMMFW ",6,1,"two","two_90",66
"sure ||but would you sell it cheaper ",90,"PMMFW "," 4:48:44 PM ","GRFSY ",7,0,"two","two_90",90
"it's an antique book from Charles Dickens ||it costs $500 ",90,"GRFSY "," 4:48:53 PM ","PMMFW ",8,1,"two","two_90",99
"yes, I know, it is a very nice one ",90,"PMMFW "," 4:49:20 PM ","GRFSY ",9,0,"two","two_90",126
"it is a beautifully bound Tauschnitz edition published in 1846 ",90,"GRFSY "," 4:49:25 PM ","PMMFW ",10,1,"two","two_90",131
"but I am just a student ",90,"PMMFW "," 4:49:25 PM ","GRFSY ",11,0,"two","two_90",131
"ok. ",90,"GRFSY "," 4:49:37 PM ","PMMFW ",12,1,"two","two_90",143
"would you give me a cheaper price? ",90,"PMMFW "," 4:49:38 PM ","GRFSY ",13,0,"two","two_90",144
"since you are a student I can offer you a 10% discount ",90,"GRFSY "," 4:50:07 PM ","PMMFW ",14,1,"two","two_90",173
"I know it is a beatuiful book ||why would you sell it? ",90,"PMMFW "," 4:50:09 PM ","GRFSY ",15,0,"two","two_90",175
"I am a book seller :) ||I have a great antique book  collection ",90,"GRFSY "," 4:50:27 PM ","PMMFW ",16,1,"two","two_90",193
"10% off, that's very nice of you, would you give me a little bit more? ",90,"PMMFW "," 4:51:01 PM ","GRFSY ",17,0,"two","two_90",227
"since you are a student, I am sure you would love the book. ||since you are a student, I am sure you would love the book. ",90,"GRFSY "," 4:51:11 PM ","PMMFW ",18,1,"two","two_90",237
"Sounds good, I am interested in your other collections too ||I will come back if you could give me a good deal ",90,"PMMFW "," 4:51:24 PM ","GRFSY ",19,0,"two","two_90",250
"sorry my friend more than 10% would not be good idea for me ",90,"GRFSY "," 4:51:55 PM ","PMMFW ",20,1,"two","two_90",281
"I am sure I will like them. ",90,"PMMFW "," 4:52:09 PM ","GRFSY ",21,0,"two","two_90",295
"I assure a lower price on the next item you buy from me ||. ",90,"GRFSY "," 4:52:12 PM ","PMMFW ",22,1,"two","two_90",298
"hah, that's nice ",90,"PMMFW "," 4:52:35 PM ","GRFSY ",23,0,"two","two_90",321
"this book would cost you $450 after the discount ",90,"GRFSY "," 4:52:42 PM ","PMMFW ",24,1,"two","two_90",328
"but I am finding a jobn ",90,"PMMFW "," 4:52:47 PM ","GRFSY ",25,0,"two","two_90",333
"would you like to take it? ",90,"GRFSY "," 4:52:50 PM ","PMMFW ",26,1,"two","two_90",336
"next time I have more money I believe ||just right now. I need a better discount ||yes, I do ",90,"PMMFW "," 4:53:03 PM ","GRFSY ",27,0,"two","two_90",349
"I mean for $450 ",90,"GRFSY "," 4:53:32 PM ","PMMFW ",28,1,"two","two_90",378
"what do you think? ||yes, that's 10% off ||can you do 20% ||I will buy it if it's 20% ",90,"PMMFW "," 4:53:33 PM ","GRFSY ",29,0,"two","two_90",379
"20% is a lot buddy ||lets make it 12% ||since you are a student ",90,"GRFSY "," 4:54:14 PM ","PMMFW ",30,1,"two","two_90",420
"I know if you sell the whole set it values more ||18%? ||it's not that much, my friend ||you are the seller ",90,"PMMFW "," 4:54:35 PM ","GRFSY ",31,0,"two","two_90",441
